julian_day;month;year;SBT;SST;tdiff
107;4;1989;5.144480078;6.608285903;1.463805826
107;4;1990;6.009757046;7.210833885;1.201076839
107;4;1991;5.327619048;6.825843812;1.498224764
107;4;1992;4.910592809;6.196191264;1.285598456
107;4;1993;4.075092323;5.069526803;0.994434481
107;4;1994;4.364382896;5.3762045;1.011821604
107;4;1995;4.118396501;5.549477167;1.431080666
107;4;1996;4.325714286;3.844212442;-0.481501844
107;4;1997;4.909387755;5.635529451;0.726141696
107;4;1998;5.27797862;5.41382859;0.13584997
107;4;1999;5.148377065;6.383931171;1.235554106
107;4;2000;4.422254616;6.104576439;1.682321823
107;4;2001;6.152332362;4.709725347;-1.442607014
107;4;2002;5.233313897;5.738772336;0.505458439
107;4;2003;4.512507289;5.238620119;0.72611283
107;4;2004;5.180573372;7.187018531;2.006445159
107;4;2005;4.627201166;6.406131701;1.778930535
107;4;2006;5.527172012;5.248358703;-0.278813309
107;4;2007;5.629028183;8.958398412;3.329370229
107;4;2008;4.868474247;6.803269358;1.934795111
107;4;2009;5.088746356;6.320304434;1.231558078
107;4;2010;5.377512148;6.164315023;0.786802875
107;4;2011;3.68303207;6.489285242;2.806253172
107;4;2012;3.46473275;5.869387823;2.404655072
107;4;2013;4.729028183;4.14836863;-0.580659553
107;4;2014;5.747346939;7.416340172;1.668993233
107;4;2015;5.13548105;6.682230311;1.546749261
107;4;2016;5.229514091;6.96716413;1.737650038
107;4;2017;3.535354713;3.56815685;0.032802136
107;4;2018;4.689329446;5.300939775;0.611610329
108;4;1979;3.570631681;3.668017869;0.097386188
108;4;1980;4.284421769;5.825122435;1.540700667
108;4;1981;4.15047619;6.679414295;2.528938105
108;4;1982;5.591797862;5.549023825;-0.042774037
108;4;1983;4.222108844;5.722395764;1.500286921
108;4;1984;4.143751215;5.337465255;1.19371404
108;4;1985;4.069951409;4.827643944;0.757692535
108;4;1986;4.809766764;3.800125745;-1.009641019
108;4;1987;4.567755102;4.303815354;-0.263939748
108;4;1988;5.40393586;5.72868961;0.324753749
108;4;1989;5.135908649;6.844417604;1.708508955
108;4;1990;6.036375121;7.431373263;1.394998141
108;4;1991;5.333556851;6.921819987;1.588263135
108;4;1992;4.937103984;6.033292522;1.096188537
108;4;1993;4.141107872;5.182521509;1.041413637
108;4;1994;4.397240039;5.453041032;1.055800994
108;4;1995;4.137803693;5.581320318;1.443516625
108;4;1996;4.346919339;4.133997353;-0.212921986
108;4;1997;4.901234208;5.770916612;0.869682404
108;4;1998;5.299105928;5.529450695;0.230344767
108;4;1999;5.206005831;6.187349437;0.981343607
108;4;2000;4.431078717;6.189394441;1.758315724
108;4;2001;6.163294461;4.766872932;-1.396421529
108;4;2002;5.24654033;5.949053607;0.702513276
108;4;2003;4.533022352;5.303709464;0.770687112
108;4;2004;5.175908649;7.3675182;2.191609551
108;4;2005;4.729358601;6.266965586;1.537606985
108;4;2006;5.599902818;5.466326936;-0.133575882
108;4;2007;5.647191448;8.710416942;3.063225494
108;4;2008;4.871000972;6.814619457;1.943618485
108;4;2009;5.124820214;6.48436135;1.359541136
108;4;2010;5.552721088;6.598213104;1.045492015
108;4;2011;3.733770651;6.872868961;3.13909831
108;4;2012;3.519222546;5.715172071;2.195949525
108;4;2013;4.859815355;4.541369954;-0.318445401
108;4;2014;5.785072886;7.551432826;1.76635994
108;4;2015;5.105753158;6.904626075;1.798872917
108;4;2016;5.27606414;6.935516214;1.659452074
108;4;2017;3.570631681;3.668017869;0.097386188
108;4;2018;4.701496599;5.85641959;1.154922991
109;4;1979;3.608318756;3.784917273;0.176598517
109;4;1980;4.322555879;5.632230311;1.309674432
109;4;1981;4.178095238;6.528408339;2.350313101
109;4;1982;5.520233236;5.845271343;0.325038107
109;4;1983;4.271924198;5.92844143;1.656517231
109;4;1984;4.285102041;5.678888154;1.393786113
109;4;1985;4.166307094;5.133011251;0.966704157
109;4;1986;4.817813411;3.815718068;-1.002095344
109;4;1987;4.689368319;4.685198544;-0.004169775
109;4;1988;5.426511176;6.091455989;0.664944814
109;4;1989;5.127998056;6.846929186;1.71893113
109;4;1990;6.072468416;7.596439444;1.523971028
109;4;1991;5.351282799;6.820734613;1.469451814
109;4;1992;4.972274052;6.062895433;1.090621381
109;4;1993;4.261933916;5.304768365;1.042834449
109;4;1994;4.411943635;5.664377895;1.252434261
109;4;1995;4.181953353;5.503414957;1.321461604
109;4;1996;4.377881438;4.542875579;0.164994141
109;4;1997;4.901875607;5.933166777;1.03129117
109;4;1998;5.304907677;5.816988749;0.512081072
109;4;1999;5.217376093;6.13567505;0.918298956
109;4;2000;4.453692906;6.418047651;1.964354745
109;4;2001;6.178950437;4.855668432;-1.323282006
109;4;2002;5.255315841;6.099410986;0.844095145
109;4;2003;4.604324587;5.061826605;0.457502018
109;4;2004;5.156482021;7.437501655;2.281019633
109;4;2005;4.781554908;6.124636003;1.343081095
109;4;2006;5.690913508;5.754774983;0.063861475
109;4;2007;5.71101069;8.549960291;2.838949601
109;4;2008;4.875315841;6.796753805;1.921437965
109;4;2009;5.15739553;6.535694904;1.378299374
109;4;2010;5.667298348;6.923279285;1.255980937
109;4;2011;3.692905734;7.234410986;3.541505252
109;4;2012;3.556122449;5.788596956;2.232474507
109;4;2013;5.001137026;4.773001324;-0.228135703
109;4;2014;5.776307094;7.77698544;2.000678346
109;4;2015;5.1102138;7.231571807;2.121358007
109;4;2016;5.354586978;6.931201191;1.576614214
109;4;2017;3.608318756;3.784917273;0.176598517
109;4;2018;4.756793003;6.670231635;1.913438632
110;4;1979;3.657133139;3.993021178;0.335888039
110;4;1980;4.40393586;5.293636664;0.889700804
110;4;1981;4.196034985;6.518213104;2.322178118
110;4;1982;5.47627794;6.312362674;0.836084734
110;4;1983;4.310709427;6.050241562;1.739532135
110;4;1984;4.409076774;6.069546658;1.660469884
110;4;1985;4.278726919;5.124046989;0.845320069
110;4;1986;4.840563654;3.696528789;-1.144034865
110;4;1987;4.699154519;5.123812045;0.424657526
110;4;1988;5.42750243;6.340979484;0.913477054
110;4;1989;5.15;6.854589676;1.704589676
110;4;1990;6.144742468;7.663312376;1.518569907
110;4;1991;5.363799806;6.592988087;1.229188282
110;4;1992;5.090029155;6.115953011;1.025923857
110;4;1993;4.280184645;5.539334878;1.259150232
110;4;1994;4.43122449;5.983517538;1.552293048
110;4;1995;4.203381924;5.706121774;1.502739849
110;4;1996;4.402108844;5.098606883;0.696498039
110;4;1997;4.908717201;6.089281932;1.180564731
110;4;1998;5.3103207;6.040436797;0.730116097
110;4;1999;5.256258503;6.415466578;1.159208075
110;4;2000;4.470991254;6.681257445;2.210266192
110;4;2001;6.167774538;5.090641959;-1.077132579
110;4;2002;5.26526725;6.200099272;0.934832022
110;4;2003;4.652827988;4.965724686;0.312896697
110;4;2004;5.153323615;7.56719722;2.413873605
110;4;2005;4.838969874;5.98939775;1.150427876
110;4;2006;5.739640428;6.047792852;0.308152425
110;4;2007;5.972322643;8.250483124;2.27816048
110;4;2008;4.893420797;6.874887492;1.981466695
110;4;2009;5.193012634;6.911542025;1.718529392
110;4;2010;5.711749271;6.968553938;1.256804667
110;4;2011;3.667366375;7.501197882;3.833831507
110;4;2012;3.597541302;5.905800794;2.308259492
110;4;2013;5.192011662;5.120506287;-0.071505375
110;4;2014;5.793343052;7.989189279;2.195846227
110;4;2015;5.125218659;7.381906023;2.256687364
110;4;2016;5.426287658;7.004619457;1.578331799
110;4;2017;3.657133139;3.993021178;0.335888039
110;4;2018;4.886598639;7.333745864;2.447147224
111;4;1979;3.754606414;4.318388484;0.56378207
111;4;1980;4.469135083;4.980268034;0.511132952
111;4;1981;4.250952381;6.528871608;2.277919227
111;4;1982;5.459912536;6.792495036;1.3325825
111;4;1983;4.354353741;6.033726009;1.679372268
111;4;1984;4.51494655;6.317984778;1.803038228
111;4;1985;4.395422741;5.432743216;1.037320476
111;4;1986;4.859290573;3.968408339;-0.890882235
111;4;1987;4.672585034;5.256674388;0.584089354
111;4;1988;5.406686103;6.543980807;1.137294704
111;4;1989;5.172633625;7.148603574;1.975969949
111;4;1990;6.292419825;7.677217075;1.38479725
111;4;1991;5.384956268;6.45322634;1.068270072
111;4;1992;5.179455782;6.201727333;1.022271551
111;4;1993;4.243974733;5.801684315;1.557709582
111;4;1994;4.442118562;6.330400397;1.888281835
111;4;1995;4.20244898;5.862266711;1.659817731
111;4;1996;4.442526725;5.543007942;1.100481217
111;4;1997;4.918153547;6.076095301;1.157941754
111;4;1998;5.318872692;6.14312045;0.824247758
111;4;1999;5.222827988;6.558355394;1.335527405
111;4;2000;4.476550049;6.910367306;2.433817258
111;4;2001;6.169854227;5.400188617;-0.769665611
111;4;2002;5.283974733;6.490539378;1.206564645
111;4;2003;4.68585034;5.136906023;0.451055682
111;4;2004;5.146579203;7.838239576;2.691660373
111;4;2005;4.901895044;6.121389808;1.219494764
111;4;2006;5.76941691;6.18822634;0.418809431
111;4;2007;5.966482021;8.328219722;2.361737701
111;4;2008;4.909212828;6.970320979;2.061108151
111;4;2009;5.247259475;7.262250165;2.01499069
111;4;2010;5.728260447;6.8425546;1.114294153
111;4;2011;3.662303207;8.014907346;4.352604139
111;4;2012;3.716588921;6.104579749;2.387990827
111;4;2013;5.383197279;5.470410324;0.087213045
111;4;2014;5.821846453;8.138639974;2.316793521
111;4;2015;5.127298348;7.557567836;2.430269488
111;4;2016;5.469164237;7.201002647;1.73183841
111;4;2017;3.754606414;4.318388484;0.56378207
111;4;2018;5.036355685;7.673358703;2.637003018
112;4;1979;3.84909621;4.557051621;0.707955412
112;4;1980;4.502633625;5.188133686;0.685500061
112;4;1981;4.313702624;6.333749173;2.020046549
112;4;1982;5.474878523;7.175311052;1.700432529
112;4;1983;4.385072886;6.14694904;1.761876154
112;4;1984;4.608483965;6.575244871;1.966760906
112;4;1985;4.489018465;5.962892124;1.47387366
112;4;1986;4.876452867;4.244672402;-0.631780464
112;4;1987;4.634723032;5.394222369;0.759499337
112;4;1988;5.447832847;6.530158835;1.082325988
112;4;1989;5.228027211;7.365701522;2.137674311
112;4;1990;6.39563654;7.751379881;1.355743341
112;4;1991;5.391166181;6.441776969;1.050610788
112;4;1992;5.200233236;6.29886499;1.098631754
112;4;1993;4.297541302;6.347392455;2.049851153
112;4;1994;4.460038873;6.925625414;2.465586541
112;4;1995;4.262517007;5.987590999;1.725073993
112;4;1996;4.512069971;5.935125745;1.423055774
112;4;1997;4.992983479;6.029596294;1.036612815
112;4;1998;5.329659864;6.197892124;0.86823226
112;4;1999;5.198260447;6.834824619;1.636564172
112;4;2000;4.486618076;7.233861681;2.747243605
112;4;2001;6.182769679;5.604510258;-0.578259421
112;4;2002;5.326025267;6.950112508;1.624087241
112;4;2003;4.694314869;5.44656188;0.752247011
112;4;2004;5.176151603;8.097054931;2.920903327
112;4;2005;4.925043732;6.438246195;1.513202463
112;4;2006;5.731895044;6.21489411;0.482999066
112;4;2007;5.889446064;8.443931171;2.554485107
112;4;2008;4.926831876;6.962256784;2.035424908
112;4;2009;5.30920311;7.516399735;2.207196625
112;4;2010;5.784771623;6.832895433;1.048123811
112;4;2011;3.649251701;8.063815354;4.414563653
112;4;2012;3.765471331;6.444781602;2.67931027
112;4;2013;5.419873664;5.8437955;0.423921836
112;4;2014;5.881467444;8.249546658;2.368079214
112;4;2015;5.111205053;7.918735936;2.807530883
112;4;2016;5.533168124;7.420092654;1.886924529
112;4;2017;3.84909621;4.557051621;0.707955412
112;4;2018;5.22068999;8.232597617;3.011907627
113;4;1979;3.926258503;4.666618134;0.74035963
113;4;1980;4.51436346;5.433269358;0.918905898
113;4;1981;4.311292517;6.34070814;2.029415623
113;4;1982;5.494237123;7.148643283;1.654406159
113;4;1983;4.399552964;6.314020516;1.914467552
113;4;1984;4.677317784;7.1275182;2.450200416
113;4;1985;4.581584062;5.86468233;1.283098267
113;4;1986;4.882954325;4.389212442;-0.493741882
113;4;1987;4.632536443;5.708990735;1.076454291
113;4;1988;5.504907677;6.592001985;1.087094308
113;4;1989;5.28888241;7.333163468;2.044281058
113;4;1990;6.462536443;7.890403706;1.427867263
113;4;1991;5.402429543;6.709338187;1.306908643
113;4;1992;5.211953353;6.332395764;1.120442412
113;4;1993;4.320544218;6.927180675;2.606636457
113;4;1994;4.489154519;7.191704169;2.70254965
113;4;1995;4.389290573;6.249814692;1.860524119
113;4;1996;4.580709427;6.490129054;1.909419627
113;4;1997;5.047424684;6.022756453;0.975331769
113;4;1998;5.345549077;6.334794838;0.989245761
113;4;1999;5.192254616;7.401459298;2.209204682
113;4;2000;4.50638484;7.558527465;3.052142626
113;4;2001;6.181399417;5.66085043;-0.520548987
113;4;2002;5.37819242;7.298103905;1.919911485
113;4;2003;4.67191448;5.956326936;1.284412456
113;4;2004;5.210874636;8.220291198;3.009416562
113;4;2005;4.939815355;6.593285903;1.653470549
113;4;2006;5.70851312;6.330771013;0.622257893
113;4;2007;5.894538387;8.699142952;2.804604565
113;4;2008;5.000680272;6.777898743;1.77721847
113;4;2009;5.374246842;7.854298478;2.480051636
113;4;2010;5.825257532;6.9536863;1.128428769
113;4;2011;3.662011662;7.474976837;3.812965175
113;4;2012;3.785840622;6.714976837;2.929136215
113;4;2013;5.391739553;5.834927201;0.443187648
113;4;2014;5.930388727;8.321780278;2.391391551
113;4;2015;5.149795918;8.035959629;2.886163711
113;4;2016;5.627308066;7.586379881;1.959071815
113;4;2017;3.926258503;4.666618134;0.74035963
113;4;2018;5.348289602;8.500287889;3.151998287
114;4;1979;3.969494655;4.821816678;0.852322023
114;4;1980;4.524723032;5.395787558;0.871064526
114;4;1981;4.297628766;6.534212442;2.236583676
114;4;1982;5.506034985;7.178047651;1.672012665
114;4;1983;4.418649174;6.571770351;2.153121177
114;4;1984;4.75393586;7.325502978;2.571567118
114;4;1985;4.620855199;5.565420251;0.944565052
114;4;1986;4.890466472;4.530152217;-0.360314255
114;4;1987;4.632439261;6.175823958;1.543384696
114;4;1988;5.529757046;6.500049636;0.97029259
114;4;1989;5.351078717;7.370440106;2.019361389
114;4;1990;6.549232264;7.934606221;1.385373957
114;4;1991;5.411535471;7.11145268;1.699917209
114;4;1992;5.225811467;6.478765718;1.252954251
114;4;1993;4.328969874;7.181336863;2.852366989
114;4;1994;4.504178814;7.089162806;2.584983992
114;4;1995;4.580573372;6.438941099;1.858367726
114;4;1996;4.624693878;7.113990735;2.489296857
114;4;1997;5.072244898;6.08702184;1.014776942
114;4;1998;5.366268222;6.737915288;1.371647066
114;4;1999;5.186656948;7.618898081;2.432241132
114;4;2000;4.511972789;7.682746525;3.170773736
114;4;2001;6.16787172;5.888957644;-0.278914076
114;4;2002;5.46436346;7.657806089;2.193442629
114;4;2003;4.669251701;6.361320318;1.692068617
114;4;2004;5.224353741;8.454116479;3.229762738
114;4;2005;4.970719145;6.580009927;1.609290782
114;4;2006;5.760379009;6.682991396;0.922612388
114;4;2007;5.903634597;9.361661152;3.458026555
114;4;2008;5.070262391;6.919265387;1.849002996
114;4;2009;5.454606414;8.305936466;2.851330052
114;4;2010;5.866598639;7.234083388;1.367484749
114;4;2011;3.713673469;7.331350099;3.61767663
114;4;2012;3.789873664;6.864619457;3.074745794
114;4;2013;5.402244898;6.078941099;0.676696201
114;4;2014;5.995121477;8.172326274;2.177204797
114;4;2015;5.210116618;8.270989411;3.060872793
114;4;2016;5.668241011;7.734321641;2.066080631
114;4;2017;3.969494655;4.821816678;0.852322023
114;4;2018;5.458950437;8.289318332;2.830367895
115;4;1979;3.984334305;4.95223362;0.967899315
115;4;1980;4.549212828;5.375800794;0.826587966
115;4;1981;4.295762877;6.614037062;2.318274185
115;4;1982;5.508581147;7.387395764;1.878814618
115;4;1983;4.429980564;6.877610854;2.44763029
115;4;1984;4.785063168;7.86056585;3.075502682
115;4;1985;4.713022352;5.335896757;0.622874405
115;4;1986;4.898697765;4.611578425;-0.28711934
115;4;1987;4.635646259;6.819493713;2.183847454
115;4;1988;5.532546161;6.431935804;0.899389643
115;4;1989;5.403965015;7.470172071;2.066207057
115;4;1990;6.635344995;8.107948379;1.472603383
115;4;1991;5.42851312;7.332322965;1.903809845
115;4;1992;5.236851312;6.629589676;1.392738364
115;4;1993;4.392847425;7.153911317;2.761063892
115;4;1994;4.536793003;7.186955659;2.650162656
115;4;1995;4.784450923;6.529136334;1.74468541
115;4;1996;4.649475219;7.639950364;2.990475145
115;4;1997;5.10617104;6.364146261;1.257975221
115;4;1998;5.371564626;7.027643944;1.656079319
115;4;1999;5.177113703;7.599348114;2.422234411
115;4;2000;4.52617104;8.164516876;3.638345836
115;4;2001;6.157444121;6.073563865;-0.083880256
115;4;2002;5.520835763;8.077167439;2.556331676
115;4;2003;4.721467444;6.067733289;1.346265845
115;4;2004;5.256899903;8.646767042;3.389867139
115;4;2005;5.013994169;6.529864328;1.515870159
115;4;2006;5.79898931;6.833448048;1.034458738
115;4;2007;5.932575316;9.673431502;3.740856186
115;4;2008;5.090456754;7.200734613;2.110277859
115;4;2009;5.566880466;8.197571145;2.630690678
115;4;2010;5.838707483;7.481227664;1.642520181
115;4;2011;3.723070943;7.625225017;3.902154074
115;4;2012;3.813158406;6.849980146;3.036821739
115;4;2013;5.512478134;6.569473858;1.056995724
115;4;2014;6.028182702;8.234162806;2.205980104
115;4;2015;5.174237123;8.419010589;3.244773466
115;4;2016;5.702060253;7.793620119;2.091559866
115;4;2017;3.984334305;4.95223362;0.967899315
115;4;2018;5.571457726;8.301303772;2.729846046
116;4;1979;4.025578231;5.391058901;1.36548067
116;4;1980;4.590913508;5.437716744;0.846803236
116;4;1981;4.297210884;6.436039047;2.138828163
116;4;1982;5.530932945;7.258315685;1.72738274
116;4;1983;4.451943635;7.044708802;2.592765168
116;4;1984;4.828095238;8.394142952;3.566047714
116;4;1985;4.75829932;5.216406353;0.458107034
116;4;1986;4.912089407;4.784516876;-0.127572531
116;4;1987;4.617988338;6.993514229;2.375525891
116;4;1988;5.540855199;6.604592985;1.063737786
116;4;1989;5.394314869;7.572147584;2.177832716
116;4;1990;6.67866861;8.378199868;1.699531257
116;4;1991;5.446200194;7.169424222;1.723224028
116;4;1992;5.250262391;6.823070814;1.572808423
116;4;1993;4.467414966;7.246479153;2.779064187
116;4;1994;4.552565598;7.628213104;3.075647506
116;4;1995;4.928824101;6.687207148;1.758383047
116;4;1996;4.671243926;7.689596294;3.018352368
116;4;1997;5.083187561;6.757332892;1.674145331
116;4;1998;5.39877551;7.337878888;1.939103378
116;4;1999;5.176666667;7.489778293;2.313111626
116;4;2000;4.544975705;8.324020516;3.779044812
116;4;2001;6.146355685;6.342415619;0.196059934
116;4;2002;5.55931001;8.428908008;2.869597998
116;4;2003;4.811681244;5.98049636;1.168815116
116;4;2004;5.288163265;8.941925877;3.653762612
116;4;2005;5.083634597;6.492931833;1.409297237
116;4;2006;5.80808552;7.070903375;1.262817855
116;4;2007;5.981448008;9.885688286;3.904240278
116;4;2008;5.101720117;7.705929848;2.604209731
116;4;2009;5.643372206;8.434215751;2.790843545
116;4;2010;5.762643343;7.674275314;1.911631971
116;4;2011;3.71404276;8.090863666;4.376820906
116;4;2012;3.823226433;7.055810721;3.232584288
116;4;2013;5.63829932;6.855360688;1.217061369
116;4;2014;6.047366375;8.412832561;2.365466186
116;4;2015;5.185549077;8.652759762;3.467210685
116;4;2016;5.746083576;7.679950364;1.933866788
116;4;2017;4.025578231;5.391058901;1.36548067
116;4;2018;5.708250729;8.362928524;2.654677795
117;4;1979;4.066229349;5.794414295;1.728184946
117;4;1980;4.626482021;5.602078094;0.975596073
117;4;1981;4.306919339;6.401515553;2.094596213
117;4;1982;5.53350826;7.452590999;1.919082739
117;4;1983;4.515966958;6.788322303;2.272355345
117;4;1984;4.882478134;8.417485109;3.535006975
117;4;1985;4.789902818;5.211532098;0.42162928
117;4;1986;4.925724004;5.071068829;0.145344825
117;4;1987;4.593284742;7.047501655;2.454216912
117;4;1988;5.536744412;6.989086698;1.452342286
117;4;1989;5.437949466;7.534225678;2.096276213
117;4;1990;6.725714286;8.379851092;1.654136806
117;4;1991;5.469446064;7.023994044;1.55454798
117;4;1992;5.266073858;6.975304434;1.709230576
117;4;1993;4.530437318;7.6899636;3.159526282
117;4;1994;4.573187561;8.172365983;3.599178422
117;4;1995;4.995189504;6.800979484;1.805789979
117;4;1996;4.694217687;7.217369292;2.523151605
117;4;1997;5.074178814;6.791548643;1.717369829
117;4;1998;5.457959184;7.833206486;2.375247302
117;4;1999;5.172303207;7.500013236;2.327710029
117;4;2000;4.572672498;8.546115156;3.973442658
117;4;2001;6.127949466;6.678434811;0.550485346
117;4;2002;5.575558795;8.117438782;2.541879987
117;4;2003;4.836909621;6.277478491;1.44056887
117;4;2004;5.323206997;9.270926539;3.947719542
117;4;2005;5.115811467;6.494768365;1.378956898
117;4;2006;5.835558795;7.33730642;1.501747625
117;4;2007;5.989455782;10.56601257;4.576556792
117;4;2008;5.131107872;8.038352085;2.907244213
117;4;2009;5.707745384;8.829295169;3.121549785
117;4;2010;5.722196307;7.869622766;2.147426459
117;4;2011;3.707249757;8.255066181;4.547816424
117;4;2012;3.857035957;7.070880212;3.213844255
117;4;2013;5.671554908;6.994794838;1.32323993
117;4;2014;6.066413994;8.617041694;2.5506277
117;4;2015;5.190612245;8.822313038;3.631700793
117;4;2016;5.790845481;7.557465255;1.766619774
117;4;2017;4.066229349;5.794414295;1.728184946
117;4;2018;5.823206997;8.338381866;2.515174869
118;4;1979;4.10101069;5.957240238;1.856229548
118;4;1980;4.671690962;5.794262078;1.122571116
118;4;1981;4.323858115;6.467829252;2.143971137
118;4;1982;5.628134111;7.546965586;1.918831475
118;4;1983;4.562225462;6.883812045;2.321586583
118;4;1984;4.885490768;8.539027134;3.653536367
118;4;1985;4.777677357;5.181935804;0.404258447
118;4;1986;4.941506317;5.6087955;0.667289183
118;4;1987;4.604421769;7.33535407;2.730932301
118;4;1988;5.535082604;7.246164792;1.711082187
118;4;1989;5.442351798;7.536568498;2.0942167
118;4;1990;6.873896987;8.33177366;1.457876672
118;4;1991;5.483479106;7.176684315;1.693205209
118;4;1992;5.281642371;7.230976175;1.949333803
118;4;1993;4.56707483;8.170476506;3.603401676
118;4;1994;4.607560739;8.600618795;3.993058057
118;4;1995;5.010971817;6.809404368;1.798432551
118;4;1996;4.719611273;7.492998015;2.773386741
118;4;1997;5.07447036;7.016968895;1.942498535
118;4;1998;5.469883382;8.218232958;2.748349576
118;4;1999;5.169582119;7.806300463;2.636718345
118;4;2000;4.564752187;8.562213766;3.997461579
118;4;2001;6.123372206;6.963041032;0.839668826
118;4;2002;5.627133139;7.751651224;2.124518085
118;4;2003;4.861603499;6.694533422;1.832929923
118;4;2004;5.344577259;9.312365983;3.967788723
118;4;2005;5.117376093;6.875264725;1.757888632
118;4;2006;5.855490768;7.501694242;1.646203474
118;4;2007;5.979776482;10.94944077;4.969664286
118;4;2008;5.180787172;8.295258107;3.114470935
118;4;2009;5.768075802;9.079070152;3.31099435
118;4;2010;5.737346939;8.107084712;2.369737773
118;4;2011;3.75180758;7.648173395;3.896365815
118;4;2012;3.874577259;7.351250827;3.476673568
118;4;2013;5.62649174;7.177452019;1.550960279
118;4;2014;6.09303207;8.926025811;2.832993741
118;4;2015;5.19851312;8.854500331;3.655987211
118;4;2016;5.811642371;7.547322965;1.735680594
118;4;2017;4.10101069;5.957240238;1.856229548
118;4;2018;5.895539359;8.723788882;2.828249523
119;4;1979;4.149747328;6.022581072;1.872833745
119;4;1980;4.71755102;5.748123759;1.030572739
119;4;1981;4.315558795;6.655400397;2.339841602
119;4;1982;5.775043732;7.437193911;1.66215018
119;4;1983;4.594314869;7.08099272;2.486677851
119;4;1984;4.896501458;8.404827929;3.508326471
119;4;1985;4.742517007;5.311575116;0.569058109
119;4;1986;4.964450923;6.105933157;1.141482234
119;4;1987;4.660155491;7.642078094;2.981922603
119;4;1988;5.538522838;6.972991396;1.434468559
119;4;1989;5.490641399;7.648471211;2.157829812
119;4;1990;6.92739553;8.510721377;1.583325847
119;4;1991;5.526802721;7.24301456;1.716211839
119;4;1992;5.311525753;7.35212773;2.040601977
119;4;1993;4.59244898;8.013239576;3.420790597
119;4;1994;4.713498542;8.838434811;4.124936269
119;4;1995;5.006083576;7.060410324;2.054326748
119;4;1996;4.789446064;7.993742555;3.20429649
119;4;1997;5.057434402;7.250579087;2.193144684
119;4;1998;5.466763848;8.469437459;3.00267361
119;4;1999;5.210184645;8.083103905;2.872919259
119;4;2000;4.570913508;8.51081403;3.939900522
119;4;2001;6.130184645;6.993295831;0.863111185
119;4;2002;5.640660836;7.779387823;2.138726987
119;4;2003;4.929047619;7.283434811;2.354387192
119;4;2004;5.362079689;8.877504964;3.515425275
119;4;2005;5.125587949;7.002104567;1.876516617
119;4;2006;5.85244898;7.722455328;1.870006348
119;4;2007;6.029747328;10.5559861;4.526238774
119;4;2008;5.206132167;8.338080741;3.131948574
119;4;2009;5.809271137;9.416939113;3.607667976
119;4;2010;5.756890185;8.431174719;2.674284534
119;4;2011;3.917803693;7.373868299;3.456064606
119;4;2012;3.957162293;7.684774983;3.72761269
119;4;2013;5.579931973;7.253057578;1.673125605
119;4;2014;6.127026239;9.52772998;3.400703741
119;4;2015;5.208892128;8.725168762;3.516276634
119;4;2016;5.812487852;7.611042356;1.798554504
119;4;2017;4.149747328;6.022581072;1.872833745
119;4;2018;5.904703596;9.165430179;3.260726583
120;4;1979;4.211428571;5.944483786;1.733055214
120;4;1980;4.74382896;5.898911317;1.155082357
120;4;1981;4.324421769;6.703348776;2.378927007
120;4;1982;5.779271137;7.291767042;1.512495905
120;4;1983;4.635860058;7.22971542;2.593855362
120;4;1984;4.922740525;8.540870285;3.61812976
120;4;1985;4.732254616;5.307875579;0.575620963
120;4;1986;4.990155491;6.322442091;1.332286601
120;4;1987;4.703994169;8.142534745;3.438540576
120;4;1988;5.591360544;6.844086698;1.252726153
120;4;1989;5.514353741;7.964212442;2.449858701
120;4;1990;7.069727891;8.951048974;1.881321083
120;4;1991;5.567531584;7.179890801;1.612359217
120;4;1992;5.343051506;7.571588352;2.228536846
120;4;1993;4.673537415;7.938097287;3.264559872
120;4;1994;4.843896987;9.212547981;4.368650994
120;4;1995;5.023780369;7.554367968;2.530587599
120;4;1996;4.859766764;8.062329583;3.202562819
120;4;1997;5.048036929;7.408944408;2.360907479
120;4;1998;5.468950437;8.739966909;3.271016472
120;4;1999;5.225976676;8.383560556;3.15758388
120;4;2000;4.612934888;8.566882859;3.953947971
120;4;2001;6.137531584;7.353060887;1.215529303
120;4;2002;5.654062196;7.792435473;2.138373277
120;4;2003;5.006783285;7.724258769;2.717475484
120;4;2004;5.432079689;8.087260093;2.655180404
120;4;2005;5.149689018;7.183216413;2.033527395
120;4;2006;5.836462585;7.692974851;1.856512266
120;4;2007;6.033799806;10.69908008;4.665280274
120;4;2008;5.19627794;8.54865321;3.35237527
120;4;2009;5.825403304;9.70762409;3.882220786
120;4;2010;5.776958212;8.763676373;2.986718161
120;4;2011;4.069436346;7.465966248;3.396529902
120;4;2012;4.076345967;7.446482462;3.370136495
120;4;2013;5.58808552;7.251360026;1.663274507
120;4;2014;6.146015549;10.13572799;3.989712446
120;4;2015;5.223537415;8.85634679;3.632809375
120;4;2016;5.831622935;7.532332892;1.700709957
120;4;2017;4.211428571;5.944483786;1.733055214
120;4;2018;5.887706511;8.939414295;3.051707784
121;5;1979;4.325034014;5.916542025;1.591508012
121;5;1980;4.768571429;6.158335539;1.389764111
121;5;1981;4.402215743;6.709506949;2.307291206
121;5;1982;5.792371234;7.350476506;1.558105271
121;5;1983;4.697152575;7.426307081;2.729154506
121;5;1984;4.957172012;8.92560225;3.968430239
121;5;1985;4.748036929;5.332561218;0.584524289
121;5;1986;5.02931001;6.714824619;1.68551461
